sid,client_ip,tcp_rtt_ms,tls_rtt_ms,diff_ms,type
0,34.84.127.58,275.31909942626953,329.8060894012451,54.486989974975586,PROXY
1,34.84.127.58,270.3979015350342,356.34708404541016,85.94918251037598,PROXY
2,34.84.127.58,272.4759578704834,276.3988971710205,3.9229393005371094,PROXY
3,34.84.127.58,272.31884002685547,280.4579734802246,8.13913345336914,PROXY
4,34.84.127.58,274.7480869293213,275.25997161865234,0.5118846893310547,PROXY
5,34.84.127.58,275.24590492248535,279.76012229919434,4.514217376708984,PROXY
6,34.84.127.58,274.69897270202637,282.1969985961914,7.498025894165039,PROXY
7,34.84.127.58,271.8238830566406,275.6969928741455,3.873109817504883,PROXY
8,34.84.127.58,274.1060256958008,274.57618713378906,0.47016143798828125,PROXY
9,34.84.127.58,346.5919494628906,288.74993324279785,-57.84201622009277,PROXY
10,34.84.127.58,282.58204460144043,283.4010124206543,0.8189678192138672,PROXY
11,34.84.127.58,274.6729850769043,278.4900665283203,3.8170814514160156,PROXY
12,34.84.127.58,270.0459957122803,275.29311180114746,5.2471160888671875,PROXY
13,34.84.127.58,330.7151794433594,282.2878360748291,-48.42734336853027,PROXY
14,34.84.127.58,292.73295402526855,280.80105781555176,-11.931896209716797,PROXY
15,34.84.127.58,271.3899612426758,274.7540473937988,3.364086151123047,PROXY
16,34.84.127.58,303.3580780029297,278.7058353424072,-24.65224266052246,PROXY
17,34.84.127.58,310.07909774780273,276.02100372314453,-34.0580940246582,PROXY
18,34.84.127.58,275.4800319671631,301.5859127044678,26.105880737304688,PROXY
19,34.84.127.58,273.82588386535645,281.77690505981445,7.951021194458008,PROXY
20,34.84.127.58,275.53701400756836,278.38802337646484,2.8510093688964844,PROXY
21,34.84.127.58,272.48597145080566,277.06289291381836,4.576921463012695,PROXY
22,34.84.127.58,272.075891494751,275.85411071777344,3.778219223022461,PROXY
23,34.84.127.58,301.6090393066406,289.22510147094727,-12.38393783569336,PROXY
24,34.84.127.58,273.24795722961426,278.54108810424805,5.293130874633789,PROXY
25,34.84.127.58,274.31201934814453,283.76102447509766,9.449005126953125,PROXY
26,34.84.127.58,358.2031726837158,274.6548652648926,-83.54830741882324,PROXY
27,34.84.127.58,358.8299751281738,275.8059501647949,-83.0240249633789,PROXY
