sid,client_ip,tcp_rtt_ms,tls_rtt_ms,diff_ms,type
131,34.84.127.58,159.72518920898438,346.0090160369873,186.28382682800293,PROXY
132,34.84.127.58,162.12201118469238,342.8080081939697,180.68599700927734,PROXY
133,34.84.127.58,161.55505180358887,341.80593490600586,180.250883102417,PROXY
134,34.84.127.58,160.34412384033203,342.04697608947754,181.7028522491455,PROXY
135,34.84.127.58,158.4939956665039,421.3719367980957,262.8779411315918,PROXY
136,34.84.127.58,157.54103660583496,421.2501049041748,263.70906829833984,PROXY
137,34.84.127.58,157.99713134765625,420.74084281921387,262.7437114715576,PROXY
138,34.84.127.58,158.85019302368164,415.12107849121094,256.2708854675293,PROXY
139,34.84.127.58,159.3008041381836,408.0829620361328,248.78215789794922,PROXY
140,34.84.127.58,157.53602981567383,323.8189220428467,166.28289222717285,PROXY
141,34.84.127.58,160.68410873413086,322.7119445800781,162.02783584594727,PROXY
142,34.84.127.58,160.83717346191406,320.2850818634033,159.44790840148926,PROXY
143,34.84.127.58,158.0338478088379,323.3051300048828,165.27128219604492,PROXY
144,34.84.127.58,157.88006782531738,323.20690155029297,165.3268337249756,PROXY
145,34.84.127.58,159.58309173583984,391.6158676147461,232.03277587890625,PROXY
146,34.84.127.58,159.26194190979004,393.37801933288574,234.1160774230957,PROXY
147,34.84.127.58,156.51917457580566,382.3409080505371,225.82173347473145,PROXY
148,34.84.127.58,157.2730541229248,381.42919540405273,224.15614128112793,PROXY
149,34.84.127.58,159.72304344177246,377.1979808807373,217.47493743896484,PROXY
150,34.84.127.58,159.1808795928955,287.50085830688477,128.31997871398926,PROXY
151,34.84.127.58,160.12287139892578,294.8930263519287,134.77015495300293,PROXY
152,34.84.127.58,160.72392463684082,290.16685485839844,129.44293022155762,PROXY
153,34.84.127.58,161.5469455718994,290.74883460998535,129.20188903808594,PROXY
154,34.84.127.58,158.6918830871582,289.8290157318115,131.13713264465332,PROXY
155,34.84.127.58,160.91299057006836,280.9557914733887,120.04280090332031,PROXY
156,34.84.127.58,159.30891036987305,280.8229923248291,121.51408195495605,PROXY
157,34.84.127.58,158.4630012512207,280.09986877441406,121.63686752319336,PROXY
158,34.84.127.58,158.2958698272705,274.7478485107422,116.45197868347168,PROXY
159,34.84.127.58,160.99977493286133,282.5028896331787,121.50311470031738,PROXY
160,34.84.127.58,159.4250202178955,283.0810546875,123.65603446960449,PROXY
161,34.84.127.58,157.67288208007812,279.58106994628906,121.90818786621094,PROXY
162,34.84.127.58,158.42294692993164,278.933048248291,120.51010131835938,PROXY
163,34.84.127.58,158.8900089263916,280.00521659851074,121.11520767211914,PROXY
164,34.84.127.58,159.8200798034668,277.9200077056885,118.09992790222168,PROXY
165,34.84.127.58,160.8901023864746,322.1719264984131,161.28182411193848,PROXY
166,34.84.127.58,161.6220474243164,324.9468803405762,163.32483291625977,PROXY
167,34.84.127.58,160.60709953308105,323.81200790405273,163.20490837097168,PROXY
168,34.84.127.58,161.0867977142334,318.3879852294922,157.3011875152588,PROXY
169,34.84.127.58,161.39698028564453,317.2168731689453,155.81989288330078,PROXY
170,34.84.127.58,158.54907035827637,281.60905838012695,123.05998802185059,PROXY
171,34.84.127.58,157.65714645385742,285.46690940856934,127.80976295471191,PROXY
172,34.84.127.58,159.5458984375,281.7230224609375,122.1771240234375,PROXY
173,34.84.127.58,160.1109504699707,283.843994140625,123.7330436706543,PROXY
174,34.84.127.58,158.2808494567871,282.2861671447754,124.00531768798828,PROXY
175,34.84.127.58,159.5919132232666,312.87193298339844,153.28001976013184,PROXY
176,34.84.127.58,160.85314750671387,316.12706184387207,155.2739143371582,PROXY
177,34.84.127.58,160.18295288085938,316.06507301330566,155.8821201324463,PROXY
178,34.84.127.58,161.6809368133545,314.78095054626465,153.10001373291016,PROXY
179,34.84.127.58,160.51220893859863,316.6961669921875,156.18395805358887,PROXY
180,34.84.127.58,158.25486183166504,304.0590286254883,145.80416679382324,PROXY
181,34.84.127.58,160.8870029449463,302.14786529541016,141.26086235046387,PROXY
182,34.84.127.58,161.33594512939453,300.4920482635498,139.15610313415527,PROXY
183,34.84.127.58,160.00103950500488,298.8240718841553,138.8230323791504,PROXY
184,34.84.127.58,160.50100326538086,303.7891387939453,143.28813552856445,PROXY
185,34.84.127.58,163.4519100189209,278.3489227294922,114.89701271057129,PROXY
186,34.84.127.58,160.6299877166748,277.7070999145508,117.07711219787598,PROXY
187,34.84.127.58,160.22706031799316,279.70314025878906,119.4760799407959,PROXY
188,34.84.127.58,159.25979614257812,279.35791015625,120.09811401367188,PROXY
189,34.84.127.58,160.81690788269043,277.25911140441895,116.44220352172852,PROXY
190,34.84.127.58,163.08903694152832,309.5099925994873,146.42095565795898,PROXY
191,34.84.127.58,163.58208656311035,310.8820915222168,147.30000495910645,PROXY
192,34.84.127.58,161.77892684936523,309.77797508239746,147.99904823303223,PROXY
193,34.84.127.58,161.82208061218262,308.5958957672119,146.7738151550293,PROXY
194,34.84.127.58,159.5311164855957,309.73291397094727,150.20179748535156,PROXY
