sid,client_ip,tcp_rtt_ms,tls_rtt_ms,diff_ms,type
0,34.84.127.58,278.2139778137207,525.2401828765869,247.0262050628662,PROXY
1,34.84.127.58,277.73380279541016,526.9269943237305,249.1931915283203,PROXY
2,34.84.127.58,271.46196365356445,505.1999092102051,233.73794555664062,PROXY
3,34.84.127.58,306.5340518951416,322.5090503692627,15.974998474121094,PROXY
4,34.84.127.58,351.2399196624756,322.5669860839844,-28.67293357849121,PROXY
6,34.84.127.58,270.82204818725586,340.7421112060547,69.92006301879883,PROXY
7,34.84.127.58,276.61991119384766,314.4960403442383,37.876129150390625,PROXY
8,34.84.127.58,277.88400650024414,297.09506034851074,19.2110538482666,PROXY
9,34.84.127.58,276.2579917907715,294.8300838470459,18.572092056274414,PROXY
10,34.84.127.58,275.99215507507324,294.4951057434082,18.50295066833496,PROXY
11,34.84.127.58,271.2528705596924,394.99711990356445,123.74424934387207,PROXY
12,34.84.127.58,275.9850025177002,375.4439353942871,99.45893287658691,PROXY
13,34.84.127.58,282.06419944763184,356.56094551086426,74.49674606323242,PROXY
14,34.84.127.58,283.16783905029297,359.93385314941406,76.7660140991211,PROXY
15,34.84.127.58,280.63297271728516,362.11299896240234,81.48002624511719,PROXY
16,34.84.127.58,361.4768981933594,280.36999702453613,-81.10690116882324,PROXY
17,34.84.127.58,369.7991371154785,276.4098644256592,-93.38927268981934,PROXY
18,34.84.127.58,367.1681880950928,275.6640911102295,-91.50409698486328,PROXY
19,34.84.127.58,364.51196670532227,277.07505226135254,-87.43691444396973,PROXY
20,34.84.127.58,367.27190017700195,276.4301300048828,-90.84177017211914,PROXY
21,34.84.127.58,272.5069522857666,365.2489185333252,92.7419662475586,PROXY
22,34.84.127.58,274.54686164855957,370.3930377960205,95.84617614746094,PROXY
23,34.84.127.58,277.13584899902344,358.17408561706543,81.03823661804199,PROXY
24,34.84.127.58,275.5920886993408,356.66608810424805,81.07399940490723,PROXY
25,34.84.127.58,277.82392501831055,350.64005851745605,72.81613349914551,PROXY
26,34.84.127.58,272.8738784790039,276.66711807250977,3.7932395935058594,PROXY
27,34.84.127.58,276.12900733947754,271.679162979126,-4.4498443603515625,PROXY
28,34.84.127.58,273.4789848327637,273.0429172515869,-0.4360675811767578,PROXY
29,34.84.127.58,274.5211124420166,278.7902355194092,4.269123077392578,PROXY
30,34.84.127.58,276.3810157775879,276.88097953796387,0.49996376037597656,PROXY
31,34.84.127.58,287.8701686859131,448.61793518066406,160.74776649475098,PROXY
32,34.84.127.58,279.541015625,458.48894119262695,178.94792556762695,PROXY
33,34.84.127.58,279.6158790588379,455.3349018096924,175.7190227508545,PROXY
34,34.84.127.58,274.40810203552246,459.2621326446533,184.85403060913086,PROXY
35,34.84.127.58,274.47509765625,455.8279514312744,181.3528537750244,PROXY
36,34.84.127.58,275.40087699890137,377.34317779541016,101.94230079650879,PROXY
37,34.84.127.58,276.8409252166748,373.9619255065918,97.12100028991699,PROXY
38,34.84.127.58,275.47693252563477,375.89192390441895,100.41499137878418,PROXY
39,34.84.127.58,274.3570804595947,376.3868808746338,102.02980041503906,PROXY
